age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
35.0,,,Some-college,10.0,,Exec-managerial,Not-in-family,Black,,,0.0,40.0,United-States,0.0
52.0,Federal-gov,424012.0,,10.0,Divorced,Exec-managerial,,,,,,40.0,United-States,0.0
,,178469.0,HS-grad,9.0,Never-married,,,White,Female,0.0,0.0,40.0,United-States,
73.0,,92886.0,10th,6.0,Widowed,Sales,Unmarried,White,Female,0.0,0.0,,Canada,0.0
38.0,,214008.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,50.0,,1.0
59.0,,325732.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,1902.0,52.0,,1.0
35.0,Private,,Some-college,10.0,Married-civ-spouse,Craft-repair,,White,,4064.0,,35.0,United-States,
18.0,Private,118376.0,Some-college,10.0,Never-married,,,White,Female,0.0,,15.0,United-States,
,Private,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,,Female,,0.0,40.0,United-States,0.0
,,115488.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,Male,,0.0,50.0,United-States,
40.0,Private,190621.0,Some-college,10.0,,Exec-managerial,Other-relative,,Female,0.0,0.0,55.0,United-States,0.0
55.0,,193568.0,,,,Adm-clerical,Not-in-family,,,0.0,0.0,40.0,United-States,
44.0,Private,192878.0,HS-grad,9.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,
40.0,Private,264663.0,,13.0,Never-married,Prof-specialty,Own-child,,,,,,United-States,0.0
22.0,Private,,,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,,United-States,0.0
,Private,,,,,Exec-managerial,Wife,White,,0.0,0.0,,United-States,
45.0,Private,205644.0,HS-grad,9.0,Separated,Tech-support,Not-in-family,,Female,0.0,0.0,26.0,United-States,
47.0,,,Bachelors,,,Prof-specialty,Not-in-family,White,Female,,0.0,50.0,United-States,
56.0,,206399.0,HS-grad,,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,,
,Private,124563.0,,9.0,Married-civ-spouse,,,,Male,0.0,,,United-States,0.0
32.0,State-gov,198211.0,Some-college,10.0,,Adm-clerical,Not-in-family,White,,0.0,,38.0,United-States,
17.0,Private,130795.0,10th,6.0,Never-married,Other-service,,White,Male,0.0,0.0,,,0.0
,,71269.0,Some-college,10.0,Divorced,Exec-managerial,,White,Male,0.0,0.0,,United-States,
32.0,Self-emp-not-inc,319280.0,,12.0,Never-married,,Not-in-family,White,,,,80.0,United-States,
,,125933.0,Bachelors,,Married-civ-spouse,Sales,Husband,,,0.0,0.0,,United-States,1.0
27.0,Private,107236.0,HS-grad,,Married-civ-spouse,Other-service,Husband,White,,,0.0,40.0,United-States,0.0
32.0,Private,32732.0,HS-grad,9.0,,,Husband,,Male,0.0,0.0,50.0,United-States,
68.0,,284763.0,,7.0,,Transport-moving,Not-in-family,White,,0.0,0.0,70.0,United-States,0.0
,,,Some-college,10.0,Never-married,Other-service,,White,Female,0.0,,,United-States,0.0
33.0,,,,,Divorced,,Not-in-family,Black,Female,0.0,0.0,40.0,,0.0
24.0,Private,402778.0,9th,5.0,Never-married,,Own-child,White,Male,,0.0,12.0,United-States,0.0
48.0,Private,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,,,0.0,45.0,United-States,0.0
45.0,,125489.0,Masters,14.0,Divorced,Prof-specialty,,White,,,0.0,50.0,United-States,0.0
48.0,Private,304791.0,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
28.0,Private,,,14.0,Married-civ-spouse,Prof-specialty,,White,,0.0,,45.0,United-States,1.0
39.0,Local-gov,178100.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0
23.0,Private,70261.0,Some-college,10.0,,Other-service,Own-child,White,,0.0,0.0,30.0,United-States,0.0
23.0,State-gov,,12th,8.0,Never-married,Exec-managerial,Not-in-family,White,Male,,0.0,,United-States,
36.0,,32958.0,Some-college,10.0,,Adm-clerical,,,Female,0.0,0.0,40.0,United-States,0.0
25.0,Private,254746.0,Bachelors,13.0,,,Wife,White,Female,0.0,0.0,40.0,United-States,
52.0,Private,158746.0,HS-grad,9.0,Never-married,,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.0
,Self-emp-not-inc,140854.0,HS-grad,,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,,
41.0,Private,51506.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,,0.0
45.0,,189564.0,,13.0,Married-civ-spouse,,Wife,,Female,0.0,0.0,42.0,United-States,
58.0,Private,213975.0,,11.0,Widowed,Prof-specialty,,,,0.0,0.0,,,0.0
67.0,,431426.0,HS-grad,9.0,,Adm-clerical,Wife,White,Female,0.0,0.0,2.0,,0.0
,,199763.0,,9.0,Married-civ-spouse,Prof-specialty,Wife,,Female,0.0,0.0,8.0,United-States,0.0
63.0,,161563.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,0.0
24.0,Local-gov,252024.0,Some-college,10.0,,Protective-serv,,,,0.0,0.0,72.0,United-States,
43.0,,43945.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,40.0,United-States,1.0
36.0,,,HS-grad,9.0,Divorced,Transport-moving,Own-child,,,0.0,0.0,60.0,United-States,
32.0,Private,604506.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Own-child,White,,0.0,,,Mexico,0.0
36.0,Private,,,,Never-married,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0,,0.0
43.0,Private,,,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,0.0
27.0,Private,189775.0,HS-grad,9.0,Never-married,Adm-clerical,,Black,Female,,0.0,40.0,United-States,0.0
17.0,Private,171080.0,11th,,Never-married,Other-service,Own-child,,Male,0.0,,,United-States,0.0
45.0,Private,,Bachelors,13.0,Divorced,Sales,Not-in-family,,Female,0.0,0.0,46.0,,0.0
,Self-emp-inc,82049.0,,9.0,,,,White,Male,0.0,0.0,,United-States,0.0
41.0,Self-emp-not-inc,126094.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,38.0,,
48.0,Local-gov,246392.0,Assoc-acdm,12.0,Separated,Adm-clerical,Not-in-family,Black,,0.0,,,United-States,0.0
26.0,Private,292803.0,Some-college,,Never-married,Other-service,Own-child,,Female,0.0,,,,0.0
54.0,,286989.0,Preschool,1.0,Married-civ-spouse,Farming-fishing,Husband,White,,0.0,0.0,60.0,United-States,0.0
,,,,10.0,Divorced,,Own-child,White,Female,0.0,,48.0,Iran,0.0
19.0,Private,235849.0,,,,Transport-moving,Own-child,,,,,35.0,United-States,0.0
,Private,359766.0,,,Divorced,,Other-relative,Black,Male,,0.0,40.0,,0.0
32.0,Private,128016.0,,9.0,,Other-service,Unmarried,White,Female,,,20.0,United-States,0.0
46.0,Private,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,15024.0,,60.0,United-States,1.0
30.0,,,,,Never-married,Tech-support,Not-in-family,White,Female,0.0,,40.0,United-States,1.0
,Private,337286.0,,14.0,,Exec-managerial,,Asian-Pac-Islander,,0.0,0.0,40.0,United-States,0.0
,Private,204322.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,,White,Male,5013.0,0.0,,,0.0
73.0,Self-emp-not-inc,143833.0,,8.0,,,Husband,White,Male,0.0,0.0,18.0,United-States,0.0
17.0,Private,,10th,6.0,Never-married,,Own-child,White,Male,,0.0,10.0,Canada,0.0
32.0,Private,100135.0,Bachelors,,Separated,Prof-specialty,,White,Female,,0.0,32.0,United-States,
43.0,,180096.0,Masters,14.0,,Prof-specialty,,White,,0.0,0.0,40.0,United-States,1.0
26.0,Private,61270.0,,,,Machine-op-inspct,,Other,Female,0.0,0.0,40.0,Columbia,0.0
41.0,Federal-gov,564135.0,Masters,,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,
49.0,,198759.0,,,Married-civ-spouse,,Husband,White,,15024.0,0.0,60.0,United-States,
52.0,State-gov,303462.0,,,Separated,,Unmarried,White,,,0.0,40.0,United-States,
,Private,193106.0,,9.0,Separated,,Unmarried,,Female,0.0,,,United-States,0.0
57.0,Private,,11th,7.0,,Other-service,Husband,White,Male,0.0,,52.0,,0.0
35.0,Private,,,,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0.0,0.0,44.0,United-States,0.0
,,,Bachelors,,Never-married,Prof-specialty,,,Male,0.0,,,United-States,0.0
56.0,,,,4.0,Divorced,Transport-moving,,White,Male,,0.0,40.0,United-States,
42.0,Private,132222.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,,0.0,60.0,United-States,0.0
17.0,Private,,,,Never-married,Adm-clerical,Own-child,,Male,0.0,0.0,20.0,United-States,0.0
,Private,31264.0,HS-grad,,,,Not-in-family,,Female,,,35.0,,0.0
,Private,,,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,
34.0,Self-emp-not-inc,168906.0,,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,0.0
37.0,Self-emp-not-inc,255454.0,Some-college,,Never-married,Prof-specialty,Not-in-family,,Male,0.0,0.0,40.0,United-States,0.0
22.0,,,12th,8.0,Never-married,Other-service,,White,Male,,0.0,,United-States,0.0
27.0,Private,386040.0,Assoc-voc,,Married-civ-spouse,Craft-repair,Husband,White,,,0.0,40.0,,
,Private,35424.0,Some-college,,Never-married,Sales,,White,Female,0.0,0.0,25.0,United-States,0.0
44.0,Private,152629.0,,,Married-civ-spouse,,Husband,,Male,,0.0,40.0,United-States,1.0
,Self-emp-not-inc,,10th,6.0,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0.0,0.0,99.0,United-States,0.0
,Private,410240.0,,,Never-married,Craft-repair,,White,,,0.0,40.0,,0.0
48.0,,,Bachelors,,,,Husband,White,,,0.0,45.0,United-States,
39.0,Private,269722.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,70.0,,0.0
,,223678.0,HS-grad,,Never-married,Other-service,,Amer-Indian-Eskimo,,0.0,0.0,,United-States,
,,197184.0,Bachelors,13.0,Married-civ-spouse,,,,,0.0,,38.0,United-States,0.0
36.0,Private,143486.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,7298.0,0.0,50.0,United-States,1.0
60.0,Private,160625.0,,,Married-civ-spouse,Prof-specialty,Husband,,,5013.0,0.0,,United-States,0.0
50.0,Private,140516.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,
48.0,Local-gov,85341.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,,0.0
,Private,108293.0,Some-college,10.0,,Adm-clerical,Own-child,White,Female,0.0,2205.0,40.0,,0.0
40.0,Self-emp-not-inc,192507.0,,12.0,Divorced,Prof-specialty,Not-in-family,,,,0.0,50.0,United-States,0.0
,,,,13.0,Married-civ-spouse,,Husband,White,,0.0,0.0,70.0,United-States,0.0
,Self-emp-not-inc,223580.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,,6514.0,0.0,,United-States,1.0
31.0,,,HS-grad,9.0,Married-civ-spouse,,Husband,,,0.0,,,United-States,0.0
,Local-gov,327886.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,,,0.0,40.0,,
,Self-emp-inc,197060.0,Assoc-voc,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,50.0,,0.0
,Private,229180.0,,13.0,Never-married,,Unmarried,,,0.0,0.0,40.0,,0.0
24.0,Private,284317.0,Bachelors,13.0,Never-married,Other-service,Own-child,,Female,0.0,0.0,30.0,United-States,0.0
,,73514.0,Some-college,10.0,Never-married,Sales,Not-in-family,,Female,0.0,,50.0,,0.0
27.0,,,,,Never-married,,,White,Female,0.0,0.0,,United-States,
43.0,State-gov,134782.0,Assoc-acdm,,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,,30.0,United-States,
,,,HS-grad,,Divorced,Handlers-cleaners,,,Female,,0.0,40.0,South,
41.0,Private,,,9.0,Separated,Craft-repair,,Black,,0.0,0.0,40.0,United-States,
30.0,Private,267161.0,Some-college,10.0,Married-civ-spouse,,Wife,,,0.0,,45.0,United-States,0.0
38.0,,119177.0,Bachelors,,Married-civ-spouse,Sales,,White,Male,0.0,0.0,40.0,United-States,1.0
,,327886.0,Prof-school,,Never-married,Prof-specialty,,White,,0.0,,40.0,,1.0
,,187730.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
55.0,Private,,Some-college,10.0,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,
,Self-emp-not-inc,110015.0,7th-8th,4.0,Married-civ-spouse,,Husband,White,,0.0,0.0,75.0,Greece,0.0
24.0,Private,104146.0,,,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,,0.0,0.0,40.0,United-States,0.0
31.0,Local-gov,50442.0,Some-college,,,Adm-clerical,Own-child,,Female,,0.0,25.0,United-States,0.0
35.0,Private,,HS-grad,,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,35.0,United-States,0.0
,,333664.0,,10.0,Separated,Adm-clerical,Not-in-family,,Female,,0.0,40.0,,
,,224858.0,,,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,45.0,United-States,
56.0,Private,290641.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,50.0,United-States,1.0
25.0,Private,34402.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,,Male,0.0,,60.0,,
33.0,,245378.0,,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
44.0,,179136.0,HS-grad,9.0,,Sales,,White,,0.0,,,United-States,
21.0,Private,116788.0,,9.0,,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0
,,129699.0,HS-grad,9.0,Never-married,Adm-clerical,,,,0.0,0.0,40.0,United-States,
46.0,Federal-gov,39606.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,40.0,England,1.0
44.0,Self-emp-inc,95150.0,,,,Exec-managerial,Husband,White,Male,,0.0,,United-States,1.0
63.0,Private,102479.0,Bachelors,,Divorced,Exec-managerial,Not-in-family,,,0.0,,40.0,United-States,0.0
44.0,Private,199191.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,,0.0,,,United-States,0.0
31.0,Private,229636.0,Some-college,10.0,Married-civ-spouse,Craft-repair,,White,Male,0.0,0.0,45.0,Mexico,0.0
26.0,Private,,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,0.0
,,27997.0,HS-grad,9.0,,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,,0.0
,,111363.0,Bachelors,,,Craft-repair,Husband,White,Male,,0.0,,United-States,0.0
38.0,,,Bachelors,13.0,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,0.0
,,134287.0,Assoc-voc,11.0,Never-married,,,White,Female,0.0,0.0,35.0,United-States,0.0
,Self-emp-inc,283004.0,Assoc-voc,11.0,,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,,Thailand,0.0
24.0,Private,,HS-grad,9.0,Never-married,Other-service,,,Female,0.0,0.0,,United-States,
,,121124.0,,14.0,,Prof-specialty,Husband,,Male,0.0,0.0,35.0,United-States,1.0
,Private,188189.0,,10.0,Never-married,Tech-support,Not-in-family,,Female,,,30.0,United-States,0.0
,Private,,,10.0,,,Husband,,,,0.0,40.0,,0.0
47.0,Federal-gov,282830.0,,,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,243904.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,,Male,,0.0,40.0,,0.0
,,165017.0,HS-grad,,,,,White,Male,2538.0,,40.0,United-States,
,Private,131584.0,HS-grad,9.0,Married-civ-spouse,Sales,,White,Male,,0.0,40.0,United-States,
51.0,Private,,,,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,0.0
36.0,Private,334291.0,,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,1.0
50.0,Local-gov,,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,
,Private,87507.0,Doctorate,,Married-civ-spouse,Prof-specialty,,,Male,,0.0,,India,0.0
32.0,Private,,,15.0,Married-civ-spouse,,Husband,White,Male,,0.0,40.0,United-States,0.0
27.0,Private,,10th,6.0,,,,Amer-Indian-Eskimo,Male,,0.0,75.0,United-States,
,,230545.0,,4.0,,Adm-clerical,,,,0.0,,,Cuba,0.0
,,118161.0,HS-grad,9.0,,Other-service,,,,0.0,0.0,40.0,,
46.0,Private,150499.0,Assoc-acdm,,,Craft-repair,,White,,0.0,0.0,,United-States,
,Local-gov,96554.0,HS-grad,9.0,Never-married,,Own-child,White,,0.0,0.0,40.0,,0.0
,Private,,Some-college,,Married-civ-spouse,,Husband,Black,,0.0,0.0,52.0,United-States,1.0
,,104003.0,7th-8th,4.0,,Sales,Husband,,Male,0.0,0.0,,,0.0
54.0,Self-emp-inc,124963.0,,,,Exec-managerial,,White,Male,,0.0,,,
56.0,Private,198388.0,HS-grad,9.0,,Adm-clerical,Not-in-family,White,,,,,United-States,0.0
47.0,Federal-gov,,Some-college,10.0,Divorced,Adm-clerical,,,,,0.0,40.0,,0.0
25.0,Private,,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,45.0,,0.0
,Self-emp-not-inc,152109.0,,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,60.0,,0.0
24.0,Self-emp-not-inc,191954.0,7th-8th,4.0,Never-married,Farming-fishing,,,,0.0,0.0,,,0.0
,Private,108097.0,,10.0,,Craft-repair,Husband,,Male,10566.0,0.0,45.0,United-States,0.0
29.0,Local-gov,,Masters,14.0,Married-civ-spouse,,Husband,White,Male,0.0,,50.0,United-States,0.0
,Private,92115.0,Some-college,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,
44.0,,,Bachelors,13.0,,Prof-specialty,Not-in-family,White,Male,0.0,,,United-States,0.0
,Private,33610.0,,9.0,Never-married,Craft-repair,,,,,,60.0,,
,Private,,10th,,Divorced,Other-service,,White,,,,40.0,United-States,0.0
55.0,State-gov,175127.0,Bachelors,13.0,,Adm-clerical,Husband,White,Male,7688.0,,,United-States,1.0
37.0,Private,,,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
,Private,95336.0,10th,6.0,,,Not-in-family,White,Male,0.0,0.0,,,
,Private,,,13.0,,,Wife,,Female,7688.0,0.0,36.0,,
,Private,,HS-grad,,Married-civ-spouse,,Husband,White,Male,0.0,,60.0,United-States,0.0
19.0,Private,138153.0,Some-college,,,Adm-clerical,Own-child,White,,,,10.0,United-States,
57.0,Local-gov,174132.0,,,Married-civ-spouse,Prof-specialty,,Black,Female,0.0,,40.0,United-States,1.0
31.0,,182237.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,,Male,4386.0,0.0,45.0,United-States,1.0
58.0,Local-gov,,HS-grad,9.0,,Exec-managerial,Husband,White,,7298.0,0.0,40.0,,1.0
25.0,,394503.0,Some-college,10.0,,Sales,Husband,White,,0.0,0.0,40.0,United-States,0.0
40.0,Private,141657.0,HS-grad,,Divorced,,,,Female,,0.0,40.0,United-States,0.0
,,125441.0,11th,7.0,,Other-service,Own-child,White,Male,1055.0,0.0,,United-States,0.0
26.0,Private,172230.0,,,Never-married,Adm-clerical,,White,Male,,,40.0,United-States,0.0
29.0,Private,,,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,
45.0,,55377.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Black,,,,,United-States,0.0
35.0,State-gov,49352.0,,,Never-married,Adm-clerical,Own-child,White,Female,0.0,,38.0,United-States,0.0
32.0,,213887.0,,10.0,Divorced,,,,Male,0.0,0.0,,United-States,0.0
61.0,,24046.0,,9.0,Widowed,Other-service,Other-relative,White,,,0.0,,United-States,
,,208122.0,Bachelors,,Never-married,Prof-specialty,,White,Male,0.0,0.0,15.0,United-States,0.0
56.0,Private,176118.0,HS-grad,9.0,,Craft-repair,Husband,,Male,,0.0,40.0,United-States,1.0
22.0,Private,227994.0,,10.0,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,39.0,United-States,0.0
49.0,,215389.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,,Black,Male,,0.0,48.0,United-States,
40.0,,99434.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,,,0.0,,,,0.0
37.0,,190964.0,,9.0,,Exec-managerial,,White,,0.0,0.0,40.0,,0.0
28.0,Private,259840.0,,13.0,Married-civ-spouse,,Husband,,Male,,,60.0,United-States,1.0
27.0,Private,168827.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,,,
34.0,Self-emp-inc,28984.0,Assoc-voc,,Divorced,,Unmarried,,Female,,,40.0,United-States,
49.0,,182211.0,9th,5.0,Married-civ-spouse,,Husband,White,,0.0,0.0,45.0,,0.0
41.0,,,Some-college,10.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,,0.0,0.0,40.0,United-States,0.0
28.0,,183639.0,Bachelors,,Never-married,Adm-clerical,,,Male,0.0,,,United-States,0.0
38.0,Private,,Some-college,,Married-civ-spouse,Exec-managerial,Husband,,,,,,United-States,1.0
,State-gov,469907.0,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,,Male,,,40.0,United-States,
28.0,Local-gov,,,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,,40.0,United-States,
,State-gov,,Masters,14.0,Married-civ-spouse,Prof-specialty,,,,7688.0,,,,1.0
41.0,Federal-gov,34178.0,Bachelors,,,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,0.0
50.0,Private,,,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,36.0,United-States,1.0
73.0,Self-emp-not-inc,,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,,Male,0.0,,24.0,,
,Private,255685.0,Some-college,,,Other-service,Own-child,Black,Male,0.0,0.0,,Outlying-US(Guam-USVI-etc),0.0
38.0,Private,199256.0,HS-grad,,,Adm-clerical,Unmarried,White,Female,0.0,,,United-States,0.0
47.0,Private,221666.0,Some-college,10.0,,,,,Female,0.0,,,United-States,0.0
52.0,Private,145409.0,Some-college,10.0,Married-civ-spouse,Transport-moving,,White,Male,,0.0,60.0,,1.0
24.0,,39615.0,Bachelors,,Never-married,Sales,Not-in-family,White,Male,0.0,,,,0.0
44.0,Private,,Bachelors,,,Exec-managerial,Husband,,Male,0.0,,40.0,United-States,1.0
27.0,,151382.0,7th-8th,,,Machine-op-inspct,Unmarried,White,,0.0,974.0,40.0,United-States,
61.0,,503675.0,Some-college,,Married-civ-spouse,Sales,Husband,,,,,60.0,United-States,1.0
,,,Bachelors,13.0,Married-civ-spouse,Sales,,White,,,0.0,40.0,United-States,1.0
51.0,,,Bachelors,13.0,Never-married,Sales,Not-in-family,,,0.0,,43.0,,
49.0,Private,50748.0,,10.0,,Sales,Unmarried,White,Female,0.0,,55.0,England,
,Private,107190.0,,,Never-married,,Own-child,,Male,0.0,0.0,20.0,,
,Private,206874.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,,Female,0.0,,40.0,,0.0
,Private,83141.0,HS-grad,9.0,Never-married,Farming-fishing,,White,,0.0,,,United-States,
,Private,444089.0,11th,,Divorced,,Not-in-family,,Female,,,40.0,United-States,0.0
35.0,,141896.0,,,Married-civ-spouse,Craft-repair,Husband,,Male,,0.0,,United-States,0.0
37.0,Federal-gov,,Some-college,10.0,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,,0.0
41.0,Private,65372.0,,16.0,Divorced,,Unmarried,,Female,0.0,,50.0,,
30.0,Private,341346.0,11th,,Married-civ-spouse,Sales,Husband,White,Male,0.0,,,United-States,
47.0,Private,287480.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,United-States,0.0
59.0,Self-emp-inc,107287.0,10th,,Widowed,Exec-managerial,,,Female,,2559.0,,United-States,
55.0,Private,199067.0,11th,,Married-civ-spouse,,Husband,White,Male,0.0,,32.0,United-States,
,Private,159737.0,10th,,Never-married,,Unmarried,Black,,,0.0,,United-States,0.0
30.0,Private,110643.0,Masters,14.0,,Adm-clerical,Husband,White,Male,,,,,
24.0,Private,,Bachelors,13.0,Never-married,Exec-managerial,Own-child,,Male,0.0,0.0,48.0,United-States,0.0
49.0,Self-emp-not-inc,43479.0,Some-college,10.0,Married-civ-spouse,Craft-repair,,White,,0.0,0.0,40.0,United-States,0.0
,Private,,,,Never-married,Craft-repair,,White,,0.0,0.0,,,
,Private,133963.0,HS-grad,9.0,,Adm-clerical,Unmarried,White,Female,,,,United-States,0.0
,Private,,Bachelors,13.0,,Adm-clerical,Not-in-family,Black,Male,,,40.0,,0.0
,,112137.0,Some-college,10.0,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,,0.0,0.0,,South,0.0
49.0,Self-emp-not-inc,110457.0,Some-college,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
45.0,Private,281565.0,HS-grad,,,Other-service,Other-relative,Asian-Pac-Islander,,,0.0,,,
46.0,Federal-gov,297906.0,Bachelors,13.0,,,Husband,Asian-Pac-Islander,Male,,0.0,,,
19.0,,,,,Never-married,Other-service,Own-child,White,Female,0.0,,30.0,,
31.0,Federal-gov,139455.0,Bachelors,13.0,,Exec-managerial,Own-child,,Female,0.0,0.0,40.0,Cuba,0.0
38.0,Private,26987.0,,,Divorced,Other-service,,White,Female,0.0,0.0,40.0,United-States,
56.0,Self-emp-not-inc,,Masters,14.0,,Craft-repair,Husband,White,,0.0,0.0,,United-States,
24.0,,161092.0,Bachelors,,Never-married,Exec-managerial,,White,Male,0.0,0.0,,,0.0
58.0,Local-gov,98361.0,HS-grad,,Married-civ-spouse,,,White,,0.0,,50.0,United-States,
,Private,188928.0,,,,,,White,Male,,,40.0,United-States,0.0
22.0,,164922.0,,9.0,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,,0.0
46.0,,185673.0,,,Divorced,Transport-moving,Not-in-family,,Male,0.0,0.0,40.0,,0.0
30.0,Private,193598.0,,1.0,,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,
56.0,Private,274111.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,,White,Male,,,,United-States,1.0
,,160932.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,0.0,,,1.0
50.0,,,Some-college,10.0,,Exec-managerial,,White,Male,0.0,,40.0,United-States,0.0
,Private,280927.0,,,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
,Private,222993.0,HS-grad,,,Machine-op-inspct,Own-child,,,0.0,0.0,,,
,,25240.0,Assoc-voc,11.0,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,0.0
